1,0.448608,3.506622,-3.985138,0.094604,-0.071045,-0.982544,0.064514,0.131775,-0.513245
2,0.471039,3.701019,-3.603821,0.105835,-0.061523,-1.051147,0.064514,0.131775,-0.513245
3,0.471039,3.701019,-3.603821,0.110107,-0.064209,-0.904175,0.064514,0.131775,-0.513245
4,0.179443,3.858032,-3.977661,0.053711,-0.082153,-0.901489,0.064514,0.131775,-0.513245
5,0.179443,3.858032,-3.977661,0.089111,-0.063965,-1.009033,0.064514,0.131775,-0.513245
6,-0.142059,3.783264,-4.089813,0.134155,-0.047485,-1.110718,0.064514,0.131775,-0.513245
7,-0.142059,3.783264,-4.089813,0.100464,-0.073975,-1.001953,0.064514,0.131775,-0.513245
8,-0.142059,3.783264,-4.089813,0.079834,-0.077271,-0.936646,0.064514,0.131775,-0.513245
9,0.844879,3.386993,-4.09729,0.161377,-0.033569,-1.13562,0.064514,0.131775,-0.513245
10,0.844879,3.386993,-4.09729,0.161377,-0.064819,-0.992065,0.065491,0.123718,-0.513367
11,0.261688,3.805695,-3.947754,0.099609,-0.067993,-0.992065,0.065491,0.123718,-0.513367
12,0.261688,3.805695,-3.947754,0.0802,-0.065552,-0.973511,0.065491,0.123718,-0.513367
13,0.261688,3.805695,-3.947754,0.092407,-0.059448,-1.031372,0.065491,0.123718,-0.513367
14,0.149536,3.484192,-4.059906,0.09021,-0.06665,-1.026611,0.065491,0.123718,-0.513367
15,0.149536,3.484192,-4.059906,0.074829,-0.066406,-0.961914,0.065491,0.123718,-0.513367
16,0.403748,3.499146,-3.820648,0.08374,-0.07251,-0.994263,0.065491,0.123718,-0.513367
17,0.403748,3.499146,-3.820648,0.094238,-0.06189,-1.04126,0.065491,0.123718,-0.513367
18,0.403748,3.499146,-4.082336,0.094238,-0.060791,-1.036865,0.065491,0.123718,-0.513367
19,0.471039,3.312225,-4.082336,0.102539,-0.060791,-0.974365,0.065491,0.123718,-0.513367
20,0.471039,3.312225,-4.082336,0.07019,-0.072266,-0.971191,0.065491,0.123718,-0.513367
21,0.613098,3.364563,-4.022522,0.081299,-0.069702,-0.992554,0.065491,0.123718,-0.513367
22,0.613098,3.364563,-4.022522,0.103271,-0.060669,-1.041748,0.065491,0.123718,-0.513367
23,0.179443,3.319702,-3.790741,0.138306,-0.055908,-1.074951,0.065491,0.123718,-0.513367
24,0.179443,3.319702,-3.790741,0.103394,-0.067505,-0.980347,0.065491,0.123718,-0.513367
