1,0.008148,-0.00412,-0.016266,0.014923,-0.244537,-0.012634,-0.050781,0.144867,-0.044434
2,0.008148,-0.00412,-0.015533,0.010223,-0.24469,-0.014648,-0.057068,0.14325,-0.042267
3,0.010437,-0.004333,-0.015533,0.010223,-0.24469,-0.014648,-0.057068,0.14325,-0.042267
4,0.010437,-0.004333,-0.015533,0.010223,-0.24469,-0.014648,-0.057068,0.14325,-0.042267
5,0.010712,-0.004517,-0.017395,0.010223,-0.24469,-0.014008,-0.054077,0.139587,-0.047424
6,0.010712,-0.004517,-0.017395,0.01239,-0.246124,-0.014008,-0.054077,0.139587,-0.047424
7,0.011322,-0.005646,-0.016357,0.01239,-0.246124,-0.014008,-0.054077,0.139587,-0.047424
8,0.011322,-0.005646,-0.016357,0.01239,-0.246124,-0.014008,-0.054077,0.139587,-0.047424
9,0.016449,-0.00708,-0.017059,0.01239,-0.246124,-0.014008,-0.054077,0.139587,-0.04538
10,0.016449,-0.00708,-0.017059,0.012329,-0.246307,-0.018005,-0.052612,0.143707,-0.04538
11,0.016449,-0.00708,-0.017059,0.012329,-0.246307,-0.018005,-0.052612,0.143707,-0.04538
12,0.018433,-0.00885,-0.016693,0.012329,-0.246307,-0.018005,-0.052612,0.143707,-0.04538
13,0.018433,-0.00885,-0.016693,0.012329,-0.246307,-0.018005,-0.052612,0.143707,-0.04538
14,0.019562,-0.011017,-0.015411,0.012878,-0.243896,-0.01828,-0.056458,0.144104,-0.042023
15,0.019562,-0.011017,-0.015411,0.012878,-0.243896,-0.01828,-0.056458,0.144104,-0.042023
16,0.016724,-0.010437,-0.015747,0.012878,-0.243896,-0.01828,-0.056458,0.144104,-0.042023
17,0.016724,-0.010437,-0.015747,0.012878,-0.243896,-0.01828,-0.056458,0.144104,-0.042023
18,0.012115,-0.007355,-0.015747,0.013885,-0.240601,-0.011475,-0.054626,0.14209,-0.046021
19,0.012115,-0.007355,-0.015747,0.013885,-0.240601,-0.011475,-0.054626,0.14209,-0.046021
20,0.012115,-0.007355,-0.014374,0.013885,-0.240601,-0.011475,-0.054626,0.14209,-0.046021
21,0.011505,-0.007172,-0.014374,0.013885,-0.240601,-0.011475,-0.054626,0.14209,-0.046021
