Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.000977, 0.012878, -0.015503,-0.015747, -0.024963, -0.253601,0.088531, 0.143127, 0.003937
2, 10000.000000,-0.000916, 0.013062, -0.015320,-0.015747, -0.024963, -0.253601,0.078644, 0.138367, 0.010254
3, 20000.000000,-0.000916, 0.013062, -0.015320,-0.015686, -0.023254, -0.259644,0.078644, 0.138367, 0.010254
4, 30000.000000,-0.001099, 0.013306, -0.015472,-0.015686, -0.023254, -0.259644,0.078644, 0.138367, 0.010254
5, 40000.000000,-0.001099, 0.013306, -0.015472,-0.015686, -0.023254, -0.259644,0.078644, 0.138367, 0.010254
6, 50000.000000,-0.001099, 0.013458, -0.015381,-0.015686, -0.023254, -0.259644,0.078644, 0.138367, 0.010254
7, 60000.000000,-0.000305, 0.013458, -0.015381,-0.013916, -0.023743, -0.255219,0.075409, 0.140259, 0.008087
8, 70000.000000,-0.000305, 0.013458, -0.015381,-0.013916, -0.023743, -0.255219,0.075409, 0.140259, 0.008087
9, 80000.000000,-0.000641, 0.011597, -0.015320,-0.013916, -0.023743, -0.255219,0.075409, 0.140259, 0.008087
10, 90000.000000,-0.000641, 0.011597, -0.015320,-0.013916, -0.023743, -0.255219,0.075409, 0.140259, 0.008087
11, 100000.000000,-0.000183, 0.012207, -0.015198,-0.016815, -0.022949, -0.254333,0.069061, 0.136047, 0.013367
12, 110000.000000,-0.000183, 0.012207, -0.015198,-0.016815, -0.022949, -0.254333,0.069061, 0.136047, 0.013367
13, 120000.000000,-0.000183, 0.012207, -0.015198,-0.016815, -0.022949, -0.254333,0.069061, 0.136047, 0.013367
14, 130000.000000,-0.001404, 0.011047, -0.014587,-0.016815, -0.022949, -0.254333,0.069061, 0.136047, 0.013367
15, 140000.000000,-0.001404, 0.011047, -0.014587,-0.016815, -0.022949, -0.254333,0.069061, 0.136047, 0.005554
16, 150000.000000,-0.001160, 0.011078, -0.013763,-0.016876, -0.022705, -0.253937,0.078094, 0.135101, 0.007477
17, 160000.000000,-0.001160, 0.011078, -0.013763,-0.016876, -0.022705, -0.253937,0.078094, 0.135101, 0.007477
18, 170000.000000,-0.000305, 0.011902, -0.015350,-0.016876, -0.022705, -0.253937,0.078094, 0.135101, 0.007477
19, 180000.000000,-0.000305, 0.011902, -0.015350,-0.016876, -0.022705, -0.257324,0.080811, 0.135925, 0.015106
20, 190000.000000,-0.000824, 0.012909, -0.015717,-0.014099, -0.022400, -0.257324,0.080811, 0.135925, 0.015106
21, 200000.000000,-0.000824, 0.012909, -0.015717,-0.014099, -0.022400, -0.257324,0.080811, 0.135925, 0.015106
22, 210000.000000,-0.000824, 0.012909, -0.015717,-0.014099, -0.022400, -0.257324,0.080811, 0.135925, 0.015106
23, 220000.000000,-0.001953, 0.011475, -0.015106,-0.014099, -0.022400, -0.257324,0.080811, 0.135925, 0.015106
24, 230000.000000,-0.001953, 0.011475, -0.015106,-0.014282, -0.024261, -0.254333,0.077637, 0.139954, 0.005341
25, 240000.000000,-0.000122, 0.012207, -0.014862,-0.014282, -0.024261, -0.254333,0.077637, 0.139954, 0.005341
