Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.000519, 0.010406, -0.013641,-0.021851, -0.019653, -0.252045,0.182129, 0.000092, 0.019012
2, 10000.000000,-0.000916, 0.009979, -0.013824,-0.021851, -0.019653, -0.252045,0.182129, 0.000092, 0.019012
3, 20000.000000,-0.000916, 0.009979, -0.013824,-0.020966, -0.020874, -0.255341,0.182831, -0.002991, 0.022705
4, 30000.000000,-0.001160, 0.009277, -0.014465,-0.020966, -0.020874, -0.255341,0.182831, -0.002991, 0.022705
5, 40000.000000,-0.001160, 0.009277, -0.014465,-0.020966, -0.020874, -0.255341,0.182831, -0.002991, 0.022705
6, 50000.000000,-0.000580, 0.009491, -0.013794,-0.020966, -0.020874, -0.255341,0.182831, -0.002991, 0.022705
7, 60000.000000,-0.000580, 0.009491, -0.013794,-0.020966, -0.020874, -0.255341,0.182831, -0.002319, 0.021515
8, 70000.000000,-0.000580, 0.009491, -0.013794,-0.022156, -0.019806, -0.256958,0.184814, -0.002319, 0.021515
9, 80000.000000,0.000244, 0.010498, -0.013397,-0.022156, -0.019806, -0.256958,0.184814, -0.002319, 0.021515
10, 90000.000000,0.000244, 0.010498, -0.013397,-0.022156, -0.019806, -0.256958,0.184814, -0.002319, 0.021515
11, 100000.000000,-0.001160, 0.009277, -0.013763,-0.022156, -0.019806, -0.256958,0.184814, -0.002319, 0.021515
12, 110000.000000,-0.001160, 0.009277, -0.013763,-0.021606, -0.020172, -0.255554,0.184296, -0.001526, 0.021637
13, 120000.000000,-0.001160, 0.009277, -0.013763,-0.021606, -0.020172, -0.255554,0.184296, -0.001526, 0.021637
14, 130000.000000,-0.001709, 0.009308, -0.014862,-0.021606, -0.020172, -0.255554,0.184296, -0.001526, 0.021637
15, 140000.000000,-0.001709, 0.009308, -0.014862,-0.021606, -0.020172, -0.255554,0.184296, -0.001526, 0.021637
16, 150000.000000,-0.001221, 0.010254, -0.013641,-0.021606, -0.020172, -0.255554,0.184296, -0.001526, 0.020264
17, 160000.000000,-0.001221, 0.010254, -0.013641,-0.020569, -0.020813, -0.258972,0.187134, -0.001465, 0.020264
18, 170000.000000,-0.001221, 0.010254, -0.013641,-0.020569, -0.020813, -0.258972,0.187134, -0.001465, 0.020264
19, 180000.000000,-0.001434, 0.008667, -0.013763,-0.020569, -0.020813, -0.258972,0.187134, -0.001465, 0.020264
20, 190000.000000,-0.001434, 0.008667, -0.013763,-0.020569, -0.020813, -0.258972,0.187134, -0.001465, 0.020264
21, 200000.000000,-0.001038, 0.010498, -0.014282,-0.022614, -0.020416, -0.254883,0.182861, -0.001190, 0.024567
22, 210000.000000,-0.001038, 0.010498, -0.014282,-0.022614, -0.020416, -0.254883,0.182861, -0.001190, 0.024567
23, 220000.000000,-0.000366, 0.009949, -0.013763,-0.022614, -0.020416, -0.254883,0.182861, -0.001190, 0.024567
24, 230000.000000,-0.000366, 0.009949, -0.013763,-0.022614, -0.020416, -0.254883,0.182861, -0.001465, 0.024384
25, 240000.000000,0.000122, 0.010010, -0.014160,-0.022095, -0.021393, -0.255310,0.184326, -0.001465, 0.024384
26, 250000.000000,0.000122, 0.010010, -0.014160,-0.022095, -0.021393, -0.255310,0.184326, -0.001465, 0.024384
