Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.001709, 0.009247, -0.016479,-0.013000, -0.022827, -0.251221,0.092468, 0.087494, 0.026154
2, 10000.000000,-0.000824, 0.009491, -0.017090,-0.013885, -0.024017, -0.254761,0.092468, 0.087494, 0.026154
3, 20000.000000,-0.000824, 0.009430, -0.016541,-0.013885, -0.024017, -0.254761,0.092468, 0.087494, 0.026154
4, 30000.000000,-0.000824, 0.009430, -0.016541,-0.013885, -0.024017, -0.256622,0.095886, 0.088776, 0.018646
5, 40000.000000,-0.000824, 0.009430, -0.016449,-0.015076, -0.021820, -0.256622,0.095886, 0.088776, 0.018646
6, 50000.000000,-0.000488, 0.010284, -0.016449,-0.015076, -0.021820, -0.256622,0.095886, 0.088776, 0.018646
7, 60000.000000,-0.000488, 0.010284, -0.016449,-0.015076, -0.021820, -0.256622,0.095886, 0.088776, 0.018646
8, 70000.000000,-0.001038, 0.009674, -0.017303,-0.015076, -0.021820, -0.256622,0.095886, 0.088776, 0.023834
9, 80000.000000,-0.001038, 0.009674, -0.017303,-0.013916, -0.022156, -0.254242,0.091492, 0.088593, 0.023834
10, 90000.000000,-0.000305, 0.010437, -0.017242,-0.013916, -0.022156, -0.254242,0.091492, 0.088593, 0.023834
11, 100000.000000,-0.000305, 0.010437, -0.017242,-0.013916, -0.022156, -0.254242,0.091492, 0.088593, 0.023834
12, 110000.000000,-0.001801, 0.010223, -0.017761,-0.013916, -0.022156, -0.254242,0.091492, 0.087799, 0.027374
13, 120000.000000,-0.001801, 0.010223, -0.017761,-0.013824, -0.022308, -0.257141,0.092255, 0.087799, 0.027374
14, 130000.000000,-0.001953, 0.010498, -0.017334,-0.013824, -0.022308, -0.257141,0.092255, 0.087799, 0.027374
15, 140000.000000,-0.001953, 0.010498, -0.017334,-0.013824, -0.022308, -0.257141,0.092255, 0.087799, 0.027374
16, 150000.000000,-0.001953, 0.010498, -0.017334,-0.013824, -0.022308, -0.257141,0.092255, 0.087799, 0.019562
17, 160000.000000,-0.000549, 0.010712, -0.016785,-0.014069, -0.022217, -0.257355,0.095581, 0.086884, 0.016022
18, 170000.000000,-0.000549, 0.010712, -0.016785,-0.014069, -0.022217, -0.257355,0.095581, 0.086884, 0.016022
19, 180000.000000,-0.000610, 0.008942, -0.017731,-0.014069, -0.022217, -0.257355,0.095581, 0.086884, 0.016022
20, 190000.000000,-0.000610, 0.008942, -0.017731,-0.014069, -0.022217, -0.257355,0.095581, 0.086884, 0.016022
21, 200000.000000,-0.002075, 0.008911, -0.017853,-0.014191, -0.022614, -0.251343,0.091400, 0.089142, 0.018188
22, 210000.000000,-0.002075, 0.008911, -0.017853,-0.014191, -0.022614, -0.251343,0.091400, 0.089142, 0.018188
23, 220000.000000,-0.001617, 0.010986, -0.016968,-0.014191, -0.022614, -0.251343,0.091400, 0.089142, 0.018188
24, 230000.000000,-0.001617, 0.010986, -0.016968,-0.014191, -0.022614, -0.251343,0.091400, 0.089142, 0.018188
25, 240000.000000,-0.001617, 0.010986, -0.016968,-0.014465, -0.022644, -0.255951,0.089935, 0.091919, 0.021271
26, 250000.000000,-0.002106, 0.008820, -0.017548,-0.014465, -0.022644, -0.255951,0.089935, 0.091919, 0.021271
27, 260000.000000,-0.002106, 0.008820, -0.017548,-0.014465, -0.022644, -0.255951,0.089935, 0.091919, 0.021271
28, 270000.000000,-0.001953, 0.008728, -0.018707,-0.014465, -0.022644, -0.255951,0.089935, 0.091919, 0.021271
29, 280000.000000,-0.001953, 0.008728, -0.018707,-0.013794, -0.023438, -0.255035,0.092499, 0.086060, 0.022614
30, 290000.000000,0.000061, 0.010681, -0.017456,-0.013794, -0.023438, -0.255035,0.092499, 0.086060, 0.022614
31, 300000.000000,0.000061, 0.010681, -0.017456,-0.013794, -0.023438, -0.255035,0.092499, 0.086060, 0.022614
32, 310000.000000,0.000031, 0.010986, -0.016327,-0.013794, -0.023438, -0.253387,0.086853, 0.088623, 0.020599
33, 320000.000000,0.000031, 0.010986, -0.016327,-0.015747, -0.022369, -0.253387,0.086853, 0.088623, 0.020599
34, 330000.000000,-0.000824, 0.010406, -0.016785,-0.015747, -0.022369, -0.253387,0.086853, 0.088623, 0.020599
35, 340000.000000,-0.000824, 0.010406, -0.016785,-0.015747, -0.022369, -0.253387,0.086853, 0.088623, 0.020599
36, 350000.000000,-0.000916, 0.009583, -0.015411,-0.015747, -0.022369, -0.253387,0.095154, 0.086365, 0.016602
37, 360000.000000,-0.000916, 0.009583, -0.015411,-0.014130, -0.022583, -0.254089,0.095154, 0.086365, 0.016602
38, 370000.000000,-0.001740, 0.010956, -0.017609,-0.014130, -0.022583, -0.254089,0.095154, 0.086365, 0.016602
39, 380000.000000,-0.001740, 0.010956, -0.017609,-0.014130, -0.022583, -0.254089,0.095154, 0.086365, 0.016602
40, 390000.000000,-0.001740, 0.009705, -0.017670,-0.014130, -0.022583, -0.258636,0.093201, 0.086884, 0.025238
41, 400000.000000,-0.003326, 0.009705, -0.017670,-0.013519, -0.022552, -0.258636,0.093201, 0.086884, 0.025238
42, 410000.000000,-0.003326, 0.009705, -0.017670,-0.013519, -0.022552, -0.258636,0.093201, 0.086884, 0.025238
43, 420000.000000,-0.002106, 0.009949, -0.017334,-0.013519, -0.022552, -0.258636,0.093201, 0.086884, 0.025238
44, 430000.000000,-0.002106, 0.009949, -0.017334,-0.013519, -0.022552, -0.258636,0.093201, 0.086884, 0.016418
45, 440000.000000,-0.001892, 0.010101, -0.017181,-0.014404, -0.022278, -0.258789,0.091736, 0.088867, 0.016418
46, 450000.000000,-0.001892, 0.010101, -0.017181,-0.014404, -0.022278, -0.258789,0.091736, 0.088867, 0.016418
