1,-0.000946,0.010529,-0.012268,0.006622,-0.010376,-0.251984,0.199982,-0.009216,0.093048
2,-0.00116,0.008606,-0.013,0.006622,-0.010376,-0.251984,0.199982,-0.009216,0.093048
3,-0.00116,0.008606,-0.013,0.006622,-0.010376,-0.251984,0.199982,-0.001404,0.086975
4,-0.001556,0.008942,-0.013397,0.005524,-0.011047,-0.252869,0.207916,-0.003082,0.086975
5,-0.001556,0.008942,-0.013397,0.005524,-0.011047,-0.252869,0.207916,-0.003082,0.086975
6,-0.001556,0.008942,-0.013214,0.005524,-0.011047,-0.252869,0.207916,-0.003082,0.086975
7,-0.000488,0.009644,-0.013214,0.005524,-0.011047,-0.252869,0.207916,-0.003082,0.086975
8,-0.000488,0.009644,-0.013214,0.00531,-0.011139,-0.254028,0.206757,-0.004761,0.087067
9,0.000732,0.010284,-0.013855,0.00531,-0.011139,-0.254028,0.206757,-0.004761,0.087067
10,0.000732,0.010284,-0.013855,0.00531,-0.011139,-0.254028,0.206757,-0.004761,0.087067
11,-0.00708,0.011261,-0.012939,0.00531,-0.011139,-0.254028,0.206757,-0.004761,0.087067
12,-0.00058,0.011261,-0.012939,0.00531,-0.011139,-0.254028,0.206757,-0.004761,0.084045
13,-0.00058,0.011261,-0.012939,0.007568,-0.011749,-0.252502,0.208344,-0.0047,0.084045
14,-0.000427,0.010773,-0.012756,0.007568,-0.011749,-0.252502,0.208344,-0.0047,0.084045
15,-0.000427,0.010773,-0.012756,0.007568,-0.011749,-0.252502,0.208344,-0.0047,0.084045
16,-0.000519,0.010498,-0.012726,0.007568,-0.011749,-0.252502,0.203766,-0.004517,0.088501
17,-0.000519,0.010498,-0.012726,0.005859,-0.0112,-0.252899,0.203766,-0.004517,0.088501
18,-0.000092,0.011353,-0.012787,0.005859,-0.0112,-0.252899,0.203766,-0.004517,0.088501
19,-0.000092,0.011353,-0.012787,0.005859,-0.0112,-0.252899,0.203766,-0.004517,0.088501
20,-0.000092,0.01178,-0.012268,0.005859,-0.0112,-0.252899,0.203766,-0.004517,0.088501
21,0.000031,0.01178,-0.012268,0.00647,-0.011292,-0.255157,0.206146,-0.004059,0.085358
22,0.000031,0.01178,-0.012268,0.00647,-0.011292,-0.255157,0.206146,-0.004059,0.085358
23,-0.001129,0.010437,-0.011841,0.00647,-0.011292,-0.255157,0.206146,-0.004059,0.085358
24,-0.001129,0.010437,-0.011841,0.00647,-0.011292,-0.255157,0.206146,-0.004059,0.085358
25,0.006683,0.011139,-0.012909,0.00647,-0.011292,-0.255157,0.202454,-0.003967,0.089325
