Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.001678, 0.008728, -0.017090,-0.015717, -0.023590, -0.254120,0.063293, 0.112579, -0.092834
2, 10000.000000,-0.001678, 0.008728, -0.017090,-0.016296, -0.023590, -0.254120,0.063293, 0.112579, -0.092834
3, 20000.000000,-0.002563, 0.008362, -0.017761,-0.016296, -0.023590, -0.254120,0.063293, 0.112579, -0.092834
4, 30000.000000,-0.002563, 0.008362, -0.017761,-0.016296, -0.022278, -0.258789,0.064941, 0.113953, -0.093323
5, 40000.000000,-0.001740, 0.009460, -0.017731,-0.015961, -0.022278, -0.258789,0.064941, 0.113953, -0.093323
6, 50000.000000,-0.001740, 0.009460, -0.017731,-0.015961, -0.022278, -0.258789,0.064941, 0.113953, -0.093323
7, 60000.000000,-0.000732, 0.009003, -0.015717,-0.015961, -0.022278, -0.258789,0.064941, 0.113953, -0.093323
8, 70000.000000,-0.000732, 0.009003, -0.015717,-0.015961, -0.022278, -0.258789,0.064941, 0.113953, -0.093323
9, 80000.000000,-0.000732, 0.009003, -0.017487,-0.015594, -0.022797, -0.254303,0.063171, 0.112946, -0.103973
10, 90000.000000,0.000122, 0.008423, -0.017487,-0.015594, -0.022797, -0.254303,0.063171, 0.112946, -0.103973
11, 100000.000000,0.000122, 0.008423, -0.017487,-0.015594, -0.022797, -0.254303,0.063171, 0.112946, -0.103973
12, 110000.000000,-0.001068, 0.009552, -0.017517,-0.015594, -0.022797, -0.254303,0.063171, 0.112946, -0.103973
13, 120000.000000,-0.001068, 0.009552, -0.017517,-0.015594, -0.030609, -0.252045,0.065857, 0.113892, -0.105011
14, 130000.000000,-0.001068, 0.009552, -0.017487,-0.015961, -0.023529, -0.252045,0.065857, 0.113892, -0.105011
15, 140000.000000,-0.000793, 0.009125, -0.017487,-0.015961, -0.023529, -0.252045,0.065857, 0.113892, -0.105011
16, 150000.000000,-0.000793, 0.009125, -0.017487,-0.015961, -0.023529, -0.252045,0.065857, 0.113892, -0.105011
17, 160000.000000,-0.000519, 0.009033, -0.017242,-0.015961, -0.023529, -0.252045,0.065857, 0.113892, -0.105011
18, 170000.000000,-0.000519, 0.009033, -0.017242,-0.015198, -0.022736, -0.255127,0.066833, 0.113312, -0.102905
19, 180000.000000,-0.000519, 0.008575, -0.017456,-0.015198, -0.022736, -0.255127,0.066833, 0.113312, -0.102905
20, 190000.000000,-0.001343, 0.008575, -0.017456,-0.015198, -0.022736, -0.255127,0.066833, 0.113312, -0.102905
21, 200000.000000,-0.001343, 0.008575, -0.017456,-0.015198, -0.022736, -0.255127,0.066833, 0.113312, -0.102905
22, 210000.000000,-0.001099, 0.009094, -0.017059,-0.015198, -0.022736, -0.254333,0.064758, 0.112823, -0.097717
23, 220000.000000,-0.001099, 0.009094, -0.017059,-0.014404, -0.022614, -0.254333,0.064758, 0.112823, -0.097717
24, 230000.000000,0.000519, 0.008484, -0.015900,-0.014404, -0.022614, -0.254333,0.064758, 0.112823, -0.097717
25, 240000.000000,0.000519, 0.008484, -0.015900,-0.014404, -0.022614, -0.254333,0.064758, 0.112823, -0.097717
26, 250000.000000,0.000519, 0.008484, -0.015900,-0.014404, -0.022614, -0.254333,0.064758, 0.112823, -0.097717
27, 260000.000000,-0.000397, 0.008148, -0.016388,-0.015747, -0.023438, -0.254272,0.061279, 0.113739, -0.095337
28, 270000.000000,-0.000397, 0.008148, -0.016388,-0.015747, -0.023438, -0.254272,0.061279, 0.113739, -0.095337
29, 280000.000000,-0.000641, 0.009247, -0.017242,-0.015747, -0.023438, -0.254272,0.061279, 0.113739, -0.095337
30, 290000.000000,-0.000641, 0.009247, -0.017242,-0.015747, -0.023438, -0.254272,0.061279, 0.113739, -0.095337
31, 300000.000000,-0.001160, 0.009430, -0.016754,-0.015411, -0.022400, -0.252625,0.064545, 0.113281, -0.105743
32, 310000.000000,-0.001160, 0.009430, -0.016754,-0.015411, -0.022400, -0.252625,0.064545, 0.113281, -0.105743
33, 320000.000000,-0.001160, 0.009430, -0.016754,-0.015411, -0.022400, -0.252625,0.064545, 0.113281, -0.105743
34, 330000.000000,-0.001312, 0.009796, -0.016937,-0.015411, -0.022400, -0.252625,0.064545, 0.113281, -0.105743
35, 340000.000000,-0.001312, 0.009796, -0.016937,-0.015411, -0.022400, -0.252625,0.064545, 0.113281, -0.101501
36, 350000.000000,-0.000702, 0.008911, -0.017487,-0.017883, -0.021881, -0.254303,0.063232, 0.115326, -0.101501
37, 360000.000000,-0.000702, 0.008911, -0.017487,-0.017883, -0.021881, -0.254303,0.063232, 0.115326, -0.101501
38, 370000.000000,-0.000702, 0.008911, -0.017487,-0.017883, -0.021881, -0.254303,0.063232, 0.115326, -0.101501
39, 380000.000000,0.000977, 0.009125, -0.016602,-0.017883, -0.021881, -0.254303,0.063232, 0.115326, -0.101501
40, 390000.000000,0.000977, 0.009125, -0.016602,-0.014893, -0.022095, -0.254913,0.060425, 0.113708, -0.098267
41, 400000.000000,0.000092, 0.008850, -0.017487,-0.014893, -0.022095, -0.254913,0.060425, 0.113708, -0.098267
42, 410000.000000,0.000092, 0.008850, -0.017487,-0.014893, -0.022095, -0.254913,0.060425, 0.113708, -0.098267
43, 420000.000000,0.000092, 0.008850, -0.017487,-0.014893, -0.022095, -0.254913,0.060425, 0.113708, -0.098267
44, 430000.000000,-0.000916, 0.008911, -0.017303,-0.014893, -0.022095, -0.254913,0.060425, 0.113708, -0.101654
45, 440000.000000,-0.000916, 0.008911, -0.017303,-0.015076, -0.022400, -0.255676,0.065033, 0.112610, -0.101654
46, 450000.000000,-0.000305, 0.009125, -0.016754,-0.015076, -0.022400, -0.255676,0.065033, 0.112610, -0.101654
47, 460000.000000,-0.000305, 0.009125, -0.016754,-0.015076, -0.022400, -0.255676,0.065033, 0.112610, -0.101654
48, 470000.000000,-0.000305, 0.009125, -0.017761,-0.015076, -0.022400, -0.255676,0.065033, 0.112610, -0.101654
49, 480000.000000,-0.000610, 0.008789, -0.017761,-0.016327, -0.022858, -0.255615,0.058838, 0.113495, -0.099304
50, 490000.000000,-0.000610, 0.008789, -0.017761,-0.016327, -0.022858, -0.255615,0.058838, 0.113495, -0.099304
51, 500000.000000,-0.001190, 0.010406, -0.016693,-0.016327, -0.022858, -0.255615,0.058838, 0.113495, -0.099304
52, 510000.000000,-0.001190, 0.010406, -0.016693,-0.016327, -0.022858, -0.255615,0.058838, 0.113495, -0.099304
53, 520000.000000,-0.000916, 0.008881, -0.016693,-0.016327, -0.022858, -0.255615,0.066650, 0.113922, -0.111786
54, 530000.000000,-0.000916, 0.008881, -0.016693,-0.015564, -0.022461, -0.253296,0.062500, 0.113922, -0.111786
55, 540000.000000,-0.000916, 0.008881, -0.016693,-0.015564, -0.022461, -0.253296,0.062500, 0.113922, -0.111786
56, 550000.000000,-0.001251, 0.009216, -0.017365,-0.015564, -0.022461, -0.253296,0.062500, 0.113922, -0.111786
57, 560000.000000,-0.001251, 0.009216, -0.017365,-0.015564, -0.022461, -0.253296,0.062500, 0.113922, -0.111786
58, 570000.000000,-0.000641, 0.008331, -0.017548,-0.015930, -0.023712, -0.250458,0.065308, 0.111816, -0.093842
59, 580000.000000,-0.000641, 0.008331, -0.017548,-0.015930, -0.023712, -0.250458,0.065308, 0.111816, -0.093842
60, 590000.000000,-0.000641, 0.008331, -0.017548,-0.015930, -0.023712, -0.250458,0.065308, 0.111816, -0.093842
61, 600000.000000,-0.001312, 0.008240, -0.018036,-0.015930, -0.023712, -0.250458,0.065308, 0.111816, -0.093842
62, 610000.000000,-0.001312, 0.008240, -0.018036,-0.015930, -0.023712, -0.250458,0.065308, 0.114594, -0.090271
63, 620000.000000,-0.000305, 0.008820, -0.016296,-0.016083, -0.022278, -0.253723,0.068970, 0.114594, -0.090271
64, 630000.000000,-0.000305, 0.008820, -0.016296,-0.016083, -0.022278, -0.253723,0.068970, 0.114594, -0.090271
65, 640000.000000,-0.000305, 0.008820, -0.016296,-0.016083, -0.022278, -0.253723,0.068970, 0.114594, -0.090271
66, 650000.000000,-0.000275, 0.008087, -0.016632,-0.016083, -0.022278, -0.253723,0.068970, 0.114594, -0.090271
67, 660000.000000,-0.000275, 0.008087, -0.016632,-0.015472, -0.022583, -0.257446,0.064331, 0.113434, -0.097992
68, 670000.000000,-0.000824, 0.009735, -0.017670,-0.015472, -0.022583, -0.257446,0.064331, 0.113434, -0.097992
69, 680000.000000,-0.000824, 0.009735, -0.017670,-0.015472, -0.022583, -0.257446,0.064331, 0.113434, -0.097992
70, 690000.000000,-0.001526, 0.009308, -0.018127,-0.015472, -0.022583, -0.257446,0.064331, 0.113434, -0.097992
71, 700000.000000,-0.001526, 0.009308, -0.018127,-0.015320, -0.023468, -0.254181,0.063324, 0.111847, -0.100220
72, 710000.000000,-0.001465, 0.009766, -0.018646,-0.015320, -0.023468, -0.254181,0.063324, 0.111847, -0.100220
73, 720000.000000,-0.001465, 0.009766, -0.018646,-0.015320, -0.023468, -0.254181,0.063324, 0.111847, -0.100220
74, 730000.000000,-0.001648, 0.009369, -0.016968,-0.015320, -0.023468, -0.254181,0.063324, 0.111847, -0.095184
75, 740000.000000,-0.001648, 0.009369, -0.016968,-0.015686, -0.023224, -0.255432,0.062958, 0.114594, -0.095184
76, 750000.000000,-0.001373, 0.009766, -0.017395,-0.015686, -0.023224, -0.255432,0.062958, 0.114594, -0.095184
77, 760000.000000,-0.001373, 0.009766, -0.017395,-0.015686, -0.023224, -0.255432,0.062958, 0.114594, -0.095184
78, 770000.000000,-0.000641, 0.008972, -0.017151,-0.015686, -0.023224, -0.255432,0.062958, 0.113831, -0.095520
79, 780000.000000,-0.000641, 0.008972, -0.017151,-0.012756, -0.023468, -0.256744,0.064484, 0.113831, -0.095520
80, 790000.000000,-0.000641, 0.008972, -0.016907,-0.012756, -0.023468, -0.256744,0.064484, 0.113831, -0.095520
81, 800000.000000,-0.000763, 0.008392, -0.016907,-0.012756, -0.023468, -0.256744,0.064484, 0.113831, -0.095520
82, 810000.000000,-0.000763, 0.008392, -0.016907,-0.012756, -0.023468, -0.256744,0.064484, 0.113831, -0.095520
83, 820000.000000,-0.000671, 0.008972, -0.016815,-0.014465, -0.022095, -0.256378,0.060150, 0.112579, -0.099335
84, 830000.000000,-0.000671, 0.008972, -0.016815,-0.014465, -0.022095, -0.256378,0.060150, 0.112579, -0.099335
85, 840000.000000,-0.001312, 0.007843, -0.017548,-0.014465, -0.022095, -0.256378,0.060150, 0.112579, -0.099335
86, 850000.000000,-0.001312, 0.007843, -0.017548,-0.014465, -0.022095, -0.256378,0.060150, 0.112579, -0.099335
87, 860000.000000,-0.001312, 0.008545, -0.017609,-0.015656, -0.023010, -0.253723,0.064758, 0.114777, -0.101410
88, 870000.000000,-0.000305, 0.008545, -0.017609,-0.015656, -0.023010, -0.253723,0.064758, 0.114777, -0.101410
89, 880000.000000,-0.000305, 0.008545, -0.017822,-0.015656, -0.023010, -0.253723,0.064758, 0.114777, -0.101410
90, 890000.000000,-0.001526, 0.009338, -0.017822,-0.015656, -0.023010, -0.253723,0.064758, 0.114777, -0.101410
91, 900000.000000,-0.001526, 0.009338, -0.017822,-0.015533, -0.022980, -0.255585,0.060791, 0.112762, -0.096893
92, 910000.000000,-0.001129, 0.007660, -0.018585,-0.015533, -0.022980, -0.255585,0.060791, 0.112762, -0.096893
93, 920000.000000,-0.001129, 0.007660, -0.018585,-0.015533, -0.022980, -0.255585,0.060791, 0.112762, -0.096893
94, 930000.000000,-0.001282, 0.007019, -0.017761,-0.015533, -0.022980, -0.255585,0.060791, 0.112762, -0.096893
95, 940000.000000,-0.001282, 0.007019, -0.017761,-0.015289, -0.022675, -0.252380,0.063751, 0.113342, -0.094452
96, 950000.000000,-0.001770, 0.008850, -0.018005,-0.015289, -0.022675, -0.252380,0.063751, 0.113342, -0.094452
97, 960000.000000,-0.001770, 0.008850, -0.018005,-0.015289, -0.022675, -0.252380,0.063751, 0.113342, -0.094452
98, 970000.000000,-0.002045, 0.009735, -0.018433,-0.015289, -0.022675, -0.252380,0.063751, 0.113342, -0.094452
99, 980000.000000,-0.002045, 0.009735, -0.018433,-0.015381, -0.021759, -0.249420,0.064240, 0.112518, -0.102386
100, 990000.000000,-0.000488, 0.009369, -0.016968,-0.015381, -0.021759, -0.249420,0.064240, 0.112518, -0.102386
101, 1000000.000000,-0.000488, 0.009369, -0.016968,-0.015381, -0.021759, -0.249420,0.064240, 0.112518, -0.102386
102, 1010000.000000,-0.000488, 0.009369, -0.016968,-0.015381, -0.021759, -0.249420,0.064240, 0.112518, -0.102386
103, 1020000.000000,-0.000397, 0.009338, -0.016937,-0.015594, -0.022339, -0.257690,0.060608, 0.112793, -0.098083
104, 1030000.000000,-0.000397, 0.009338, -0.016937,-0.015594, -0.022339, -0.257690,0.060608, 0.112793, -0.098083
105, 1040000.000000,-0.001617, 0.009155, -0.018127,-0.015594, -0.022339, -0.257690,0.060608, 0.112793, -0.098083
106, 1050000.000000,-0.001617, 0.009155, -0.018127,-0.015594, -0.022339, -0.257690,0.060608, 0.112793, -0.098083
107, 1060000.000000,-0.001526, 0.008545, -0.017029,-0.016083, -0.023224, -0.253113,0.062073, 0.114136, -0.101624
108, 1070000.000000,-0.001526, 0.008545, -0.017029,-0.016083, -0.023224, -0.253113,0.062073, 0.114136, -0.101624
109, 1080000.000000,-0.001526, 0.009247, -0.017212,-0.016083, -0.023224, -0.253113,0.062073, 0.114136, -0.101624
110, 1090000.000000,-0.001770, 0.009247, -0.017212,-0.016083, -0.023224, -0.253113,0.062073, 0.114136, -0.101624
111, 1100000.000000,-0.001770, 0.009247, -0.017212,-0.015350, -0.021851, -0.257477,0.060394, 0.112091, -0.093750
112, 1110000.000000,-0.002441, 0.009369, -0.017212,-0.015350, -0.021851, -0.257477,0.060394, 0.112091, -0.093750
