Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.000763, 0.010925, -0.014587,-0.019104, -0.019653, -0.258545,0.198730, -0.071869, 0.026093
2, 10000.000000,-0.000763, 0.010925, -0.014587,-0.019104, -0.019653, -0.258545,0.198730, -0.071869, 0.026093
3, 20000.000000,-0.001007, 0.010590, -0.015259,-0.019104, -0.017670, -0.253815,0.201996, -0.072540, 0.022705
4, 30000.000000,-0.001007, 0.010590, -0.015564,-0.018494, -0.017670, -0.253815,0.201996, -0.072540, 0.022705
5, 40000.000000,-0.000427, 0.009583, -0.015564,-0.018494, -0.017670, -0.253815,0.201996, -0.072540, 0.022705
6, 50000.000000,-0.000427, 0.009583, -0.015564,-0.018494, -0.017670, -0.253815,0.201996, -0.072540, 0.022705
7, 60000.000000,0.000092, 0.009644, -0.015533,-0.018494, -0.017670, -0.253815,0.209808, -0.071442, 0.024536
8, 70000.000000,0.000092, 0.009644, -0.015533,-0.017761, -0.018463, -0.254852,0.206970, -0.071442, 0.024536
9, 80000.000000,-0.001038, 0.010529, -0.013794,-0.017761, -0.018463, -0.254852,0.206970, -0.071442, 0.024536
10, 90000.000000,-0.001038, 0.010529, -0.013794,-0.017761, -0.018463, -0.254852,0.206970, -0.071442, 0.024536
11, 100000.000000,-0.001160, 0.011261, -0.014130,-0.014648, -0.019318, -0.255829,0.201691, -0.073242, 0.026825
12, 110000.000000,-0.001160, 0.011261, -0.014130,-0.014648, -0.019318, -0.255829,0.201691, -0.073242, 0.026825
13, 120000.000000,-0.000916, 0.011993, -0.014038,-0.014648, -0.019318, -0.255829,0.201691, -0.073242, 0.026825
14, 130000.000000,-0.000916, 0.011993, -0.014038,-0.014648, -0.019318, -0.255829,0.201691, -0.073242, 0.026825
15, 140000.000000,-0.000427, 0.011322, -0.015045,-0.018463, -0.018097, -0.259430,0.204315, -0.076721, 0.028503
16, 150000.000000,-0.000427, 0.011322, -0.015045,-0.018463, -0.018097, -0.259430,0.204315, -0.076721, 0.028503
17, 160000.000000,0.000031, 0.010376, -0.014923,-0.018463, -0.018097, -0.259430,0.204315, -0.076721, 0.028503
18, 170000.000000,0.000031, 0.010376, -0.014923,-0.018463, -0.018097, -0.259430,0.204315, -0.076721, 0.028503
19, 180000.000000,0.000031, 0.010376, -0.015350,-0.018463, -0.017883, -0.254272,0.202820, -0.074860, 0.027466
20, 190000.000000,0.000275, 0.010651, -0.015350,-0.017609, -0.017883, -0.254272,0.202820, -0.074860, 0.027466
21, 200000.000000,0.000275, 0.010651, -0.015350,-0.017609, -0.017883, -0.254272,0.202820, -0.074860, 0.027466
22, 210000.000000,0.000336, 0.011230, -0.015198,-0.017609, -0.017883, -0.254272,0.202820, -0.074860, 0.027466
23, 220000.000000,0.000336, 0.011230, -0.015198,-0.017609, -0.017883, -0.254547,0.204010, -0.075256, 0.025818
24, 230000.000000,-0.000275, 0.009338, -0.016022,-0.016785, -0.018799, -0.254547,0.204010, -0.075256, 0.025818
25, 240000.000000,-0.000275, 0.009338, -0.016022,-0.016785, -0.018799, -0.254547,0.204010, -0.075256, 0.025818
26, 250000.000000,-0.000275, 0.010345, -0.016144,-0.016785, -0.018799, -0.254547,0.204010, -0.075256, 0.025818
27, 260000.000000,-0.000153, 0.010345, -0.016144,-0.016785, -0.018402, -0.252930,0.204041, -0.071960, 0.021698
28, 270000.000000,-0.000153, 0.010345, -0.014801,-0.017242, -0.018402, -0.252930,0.204041, -0.071960, 0.021698
29, 280000.000000,-0.001404, 0.010956, -0.014801,-0.017242, -0.018402, -0.252930,0.204041, -0.071960, 0.021698
30, 290000.000000,-0.001404, 0.010956, -0.014801,-0.017242, -0.018402, -0.252930,0.204041, -0.071960, 0.021698
31, 300000.000000,-0.000671, 0.011108, -0.013702,-0.017242, -0.017242, -0.252350,0.198181, -0.073395, 0.022217
32, 310000.000000,-0.000671, 0.011108, -0.013702,-0.018188, -0.017242, -0.252350,0.198181, -0.073395, 0.022217
33, 320000.000000,-0.000458, 0.010925, -0.013885,-0.018188, -0.017242, -0.252350,0.198181, -0.073395, 0.022217
