Index,Time(us), GyroX , GyroY , GyroZ ,AccX , AccY , AccZ , MagX , MagY , MagZ
1, 0.000000,-0.000397, 0.011078, -0.015869,-0.016907, -0.023285, -0.254486,0.120056, -0.000854, 0.111755
2, 10000.000000,-0.000397, 0.011078, -0.015869,-0.016907, -0.023285, -0.254486,0.120056, -0.000854, 0.111755
3, 20000.000000,0.007416, 0.011353, -0.016174,-0.016907, -0.023285, -0.254486,0.120056, -0.000854, 0.111755
4, 30000.000000,0.000305, 0.011353, -0.016174,-0.016571, -0.024078, -0.250244,0.124420, -0.000183, 0.109772
5, 40000.000000,0.000305, 0.011353, -0.016174,-0.016571, -0.024078, -0.250244,0.124420, -0.000183, 0.109772
6, 50000.000000,-0.000641, 0.012512, -0.016113,-0.016571, -0.024078, -0.250244,0.124420, -0.000183, 0.109772
7, 60000.000000,-0.000641, 0.012512, -0.016113,-0.016571, -0.024078, -0.250244,0.124420, -0.000183, 0.109772
8, 70000.000000,-0.001404, 0.012573, -0.015594,-0.015839, -0.023651, -0.254791,0.120056, -0.000916, 0.113739
9, 80000.000000,-0.001404, 0.012573, -0.015594,-0.015839, -0.023651, -0.254791,0.120056, -0.000916, 0.113739
10, 90000.000000,-0.001404, 0.012573, -0.015594,-0.015839, -0.023651, -0.254791,0.120056, -0.000916, 0.113739
11, 100000.000000,-0.000916, 0.011627, -0.016602,-0.015839, -0.023651, -0.254791,0.120056, -0.000916, 0.113739
12, 110000.000000,-0.000916, 0.011627, -0.016602,-0.015839, -0.023651, -0.254791,0.120056, -0.000916, 0.112579
13, 120000.000000,-0.000275, 0.011871, -0.016022,-0.018982, -0.023102, -0.254272,0.124146, -0.002136, 0.112579
14, 130000.000000,-0.000275, 0.011871, -0.016022,-0.018982, -0.023102, -0.254272,0.124146, -0.002136, 0.112579
15, 140000.000000,-0.000275, 0.011871, -0.015778,-0.018982, -0.023102, -0.254272,0.124146, -0.002136, 0.112579
16, 150000.000000,0.000214, 0.010895, -0.015778,-0.018982, -0.023102, -0.254272,0.124146, -0.002136, 0.112579
17, 160000.000000,0.000214, 0.010895, -0.015778,-0.016907, -0.024200, -0.252930,0.121735, 0.000305, 0.103821
18, 170000.000000,-0.000671, 0.011841, -0.015808,-0.016907, -0.024200, -0.252930,0.121735, 0.000305, 0.103821
19, 180000.000000,-0.000671, 0.011841, -0.015808,-0.016907, -0.024200, -0.252930,0.121735, 0.000305, 0.103821
20, 190000.000000,-0.000671, 0.011841, -0.016083,-0.016907, -0.024200, -0.252930,0.121735, 0.000305, 0.103821
21, 200000.000000,0.000854, 0.011383, -0.016083,-0.016907, -0.024200, -0.252930,0.121735, 0.000305, 0.108429
22, 210000.000000,0.000854, 0.011383, -0.014771,-0.016998, -0.022491, -0.257080,0.125305, -0.000641, 0.108429
23, 220000.000000,0.000366, 0.011871, -0.014771,-0.016998, -0.022491, -0.257080,0.125305, -0.000641, 0.108429
24, 230000.000000,0.000366, 0.011871, -0.014771,-0.016998, -0.022491, -0.257080,0.125305, -0.000641, 0.108429
25, 240000.000000,-0.000763, 0.012482, -0.014862,-0.016998, -0.022491, -0.257080,0.125305, -0.000641, 0.108124
26, 250000.000000,-0.000763, 0.012482, -0.014862,-0.015015, -0.023254, -0.252319,0.122498, 0.000458, 0.108124
27, 260000.000000,-0.000092, 0.012604, -0.014526,-0.015015, -0.023254, -0.252319,0.122498, 0.000458, 0.108124
28, 270000.000000,-0.000092, 0.012604, -0.014526,-0.015015, -0.023254, -0.252319,0.122498, 0.000458, 0.108124
29, 280000.000000,-0.000092, 0.012604, -0.014526,-0.015015, -0.023254, -0.252319,0.122498, 0.000458, 0.108124
30, 290000.000000,0.001007, 0.010864, -0.015747,-0.017090, -0.022614, -0.252045,0.121643, -0.001862, 0.108704
31, 300000.000000,0.001007, 0.010864, -0.015747,-0.017090, -0.022614, -0.252045,0.121643, -0.001862, 0.108704
32, 310000.000000,0.000275, 0.010773, -0.016602,-0.017090, -0.022614, -0.252045,0.121643, -0.001862, 0.108704
33, 320000.000000,0.000275, 0.010773, -0.016602,-0.017090, -0.022614, -0.252045,0.121643, -0.001862, 0.108704
34, 330000.000000,-0.000336, 0.011566, -0.016479,-0.017578, -0.022675, -0.255707,0.120972, 0.000031, 0.114532
35, 340000.000000,-0.000336, 0.011566, -0.016479,-0.017578, -0.022675, -0.255707,0.120972, 0.000031, 0.114532
36, 350000.000000,-0.000214, 0.010742, -0.015533,-0.017578, -0.022675, -0.255707,0.120972, 0.000031, 0.114532
37, 360000.000000,-0.000214, 0.010742, -0.015533,-0.017578, -0.022675, -0.255707,0.120972, 0.000031, 0.114532
38, 370000.000000,-0.000214, 0.010742, -0.015228,-0.017059, -0.023712, -0.253540,0.120758, -0.000336, 0.120697
39, 380000.000000,-0.000366, 0.010864, -0.015228,-0.017059, -0.023712, -0.253540,0.120758, -0.000336, 0.120697
40, 390000.000000,-0.000366, 0.010864, -0.015228,-0.017059, -0.023712, -0.253540,0.120758, -0.000336, 0.120697
41, 400000.000000,0.000122, 0.010864, -0.015045,-0.017059, -0.023712, -0.253540,0.120758, -0.000336, 0.120697
42, 410000.000000,0.000122, 0.010864, -0.015045,-0.017059, -0.015900, -0.257019,0.125763, -0.001373, 0.110291
43, 420000.000000,0.000793, 0.011841, -0.015594,-0.018799, -0.022980, -0.257019,0.125763, -0.001373, 0.110291
44, 430000.000000,0.000793, 0.011841, -0.015594,-0.018799, -0.022980, -0.257019,0.125763, -0.001373, 0.110291
45, 440000.000000,0.000793, 0.011841, -0.023407,-0.018799, -0.022980, -0.257019,0.125763, -0.001373, 0.110291
46, 450000.000000,0.000702, 0.012238, -0.016022,-0.018799, -0.022980, -0.257019,0.125763, -0.001373, 0.110291
47, 460000.000000,0.000702, 0.012238, -0.016022,-0.016144, -0.024048, -0.251465,0.124115, -0.000854, 0.107422
48, 470000.000000,0.001434, 0.011505, -0.015259,-0.016144, -0.024048, -0.251465,0.124115, -0.000854, 0.107422
49, 480000.000000,0.001434, 0.011505, -0.015259,-0.016144, -0.024048, -0.251465,0.124115, -0.000854, 0.107422
50, 490000.000000,0.000397, 0.010010, -0.014740,-0.016144, -0.024048, -0.251465,0.124115, -0.000854, 0.107422
51, 500000.000000,0.000397, 0.010010, -0.014740,-0.018005, -0.023468, -0.249603,0.120789, -0.002319, 0.107910
52, 510000.000000,-0.000153, 0.009857, -0.016052,-0.018005, -0.023468, -0.249603,0.120789, -0.002319, 0.107910
53, 520000.000000,-0.000153, 0.009857, -0.016052,-0.018005, -0.023468, -0.249603,0.120789, -0.002319, 0.107910
